"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
699,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,698,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248337631,3895411569654,3895412286244,3895412298040,716590
700,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,699,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248339327,3895412286244,3895412308910,3895412311805,22666
701,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,700,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248344289,3895412308910,3895412333651,3895412336532,24741
702,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,701,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248345870,3895412333651,3895412358392,3895412361360,24741
703,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,702,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248348236,3895412581502,3895413127277,3895413139175,545775
704,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,703,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248349998,3895413149944,3895413178980,3895413181776,29036
705,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,704,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248351731,3895413178980,3895413204166,3895413207034,25186
706,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,705,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248353266,3895413204166,3895413228906,3895413231694,24740
707,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,706,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248355569,3895413450831,3895414152458,3895414164567,701627
708,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,707,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248357503,3895414152458,3895414173939,3895414176566,21481
