"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
577,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,576,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828267326,3897965973629,3897965996444,3897966003362,22815
578,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,577,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828268945,3897965996444,3897966019110,3897966024202,22666
579,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,578,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828271496,3897966208737,3897966906504,3897966926142,697767
580,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,579,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828273461,3897966906504,3897966927540,3897966936945,21036
581,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,580,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828275443,3897966927540,3897966951244,3897966956642,23704
582,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,581,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828277293,3897966951244,3897966974206,3897966980209,22962
583,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,582,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828279876,3897967184277,3897967725454,3897967749525,541177
584,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,583,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828281788,3897967774045,3897967801008,3897967806596,26963
585,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,584,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828283811,3897967801008,3897967824119,3897967829433,23111
586,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,585,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828285607,3897967824119,3897967847378,3897967853435,23259
