"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
437,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,436,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732831603,7172841156021,7172841180762,7172841186861,24741
438,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,437,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732833240,7172841180762,7172841205354,7172841210629,24592
439,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,438,149960,149960,21504,384,32768,1432,128,0,48,64,"0x0","0x7ddd5e587e80",7172732835624,7172841428612,7172841980015,7172841999161,551403
440,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,439,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732837522,7172842054681,7172842084162,7172842090010,29481
441,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,440,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732839487,7172842084162,7172842108903,7172842114983,24741
442,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,441,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732841115,7172842108903,7172842133495,7172842138527,24592
443,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,442,149960,149960,28416,256,22528,1104,128,0,64,64,"0x0","0x7ddd5e587e00",7172732843434,7172842356160,7172843076748,7172843096562,720588
444,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,443,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732845112,7172843076748,7172843099118,7172843111539,22370
445,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,444,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732847138,7172843099118,7172843124007,7172843129195,24889
446,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,445,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732848872,7172843124007,7172843148895,7172843154694,24888
447,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,446,149960,149960,21504,384,32768,1432,128,0,48,64,"0x0","0x7ddd5e587e80",7172732851299,7172843372005,7172843916889,7172843936318,544884
448,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,447,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732853289,7172843940593,7172843969334,7172843975650,28741
449,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,448,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732855335,7172843969334,7172843994222,7172844002098,24888
450,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,449,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732856870,7172843994222,7172844018963,7172844025011,24741
451,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,450,149960,149960,28416,256,22528,1104,128,0,64,64,"0x0","0x7ddd5e587e00",7172732859091,7172844241924,7172844962363,7172844984087,720439
452,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,451,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732860867,7172844962363,7172844984289,7172844999449,21926
453,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,452,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732862642,7172844984289,7172845009326,7172845014754,25037
454,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,453,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732864461,7172845009326,7172845033770,7172845039806,24444
455,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,454,149960,149960,21504,384,32768,1432,128,0,48,64,"0x0","0x7ddd5e587e80",7172732866829,7172845256879,7172845805616,7172845827432,548737
