"Kind","Direction","Source_Agent_Id","Destination_Agent_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1396,40709746342968,40709746347561
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1397,40709746357339,40709746360746
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1398,40709746370228,40709746373635
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1399,40709746383858,40709746387561
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1400,40709746447858,40709746524896
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1401,40709746583119,40709746660157
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1402,40709753008667,40709754768833
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1403,40709754939501,40709754943650
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1404,40709754955353,40709754958761
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1405,40709757548121,40709758213313
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1406,40709758369611,40709758374055
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1407,40709758385759,40709758390796
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1408,40709771837454,40709775591418
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1409,40709775757050,40709775761346
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1410,40709783369162,40709785338367
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1411,40709785494516,40709785498812
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1412,40709785514516,40709785519405
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1413,40709785529628,40709785533183
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1414,40709785543109,40709785546665
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1415,40709785556739,40709785560295
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1416,40709785570072,40709785573628
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1417,40709785583702,40709785587554
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1418,40709785597480,40709785601036
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1419,40709785610665,40709785614221
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1420,40709785624888,40709785628592
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1421,40709785638221,40709785641777
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1422,40709785651703,40709785655110
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1423,40709785665777,40709785669629
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1424,40709785680296,40709785683851
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1425,40709785693481,40709785697037
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1426,40709785707111,40709785710815
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1427,40709785787556,40709785864890
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1428,40709785942965,40709786020299
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1429,40709792447478,40709794276534
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1430,40709794411943,40709794416239
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1431,40709794427054,40709794430313
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1432,40709797015081,40709797705903
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1433,40709797813756,40709797817904
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1434,40709797829756,40709797834645
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1435,40709811403676,40709815202235
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1436,40709815294680,40709815298976
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1437,40709823583804,40709825499231
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1438,40709825588714,40709825593306
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1439,40709825603677,40709825608566
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1440,40709956226471,40709959129613
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1441,40709959361170,40709959365170
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1442,40709959375245,40709959378652
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1443,40710016301635,40710017577056
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1444,40710017654687,40710017660168
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1445,40710031716537,40710035590506
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1446,40710035694210,40710035698506
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1447,40710043914892,40710045789135
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1448,40710045876988,40710045881136
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1449,40710045895011,40710045899900
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1450,40710045908544,40710045911951
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1451,40710045922026,40710045925433
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1452,40710045934026,40710045937433
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1453,40710045945726,40710045949281
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1454,40710045957730,40710045961433
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1455,40710045969878,40710045973434
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1456,40710045981878,40710045985286
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1457,40710045994175,40710045997878
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1458,40710046008397,40710046011804
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1459,40710046020693,40710046024101
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1460,40710046032842,40710046036694
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1461,40710046045138,40710046048546
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1462,40710046058175,40710046061583
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1463,40710046070175,40710046073879
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1464,40710046130301,40710046207191
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1465,40710046266474,40710046343364
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1466,40710052905213,40710054673973
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1467,40710054756789,40710054761086
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1468,40710054770271,40710054773678
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1469,40710057491930,40710058153715
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1470,40710058232827,40710058237124
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1471,40710058246753,40710058251642
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1472,40710072226610,40710076037171
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1473,40710076127246,40710076131542
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1474,40710083998147,40710085880242
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1475,40710085963502,40710085967650
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1476,40710085977872,40710085982613
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1477,40710085991354,40710085994910
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1478,40710086003799,40710086007206
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1479,40710086016243,40710086019799
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1480,40710086028243,40710086031651
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1481,40710086040095,40710086043799
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1482,40710086052095,40710086055503
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1483,40710086066022,40710086069429
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1484,40710086077874,40710086081577
